Series Name,Series Code,Country Name,Country Code,1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,202999992,213500006,232749998,260750008,158994962.962963,165444571.428571,178297142.857143,183200000,190205714.285714,242732571.428571,252842285.714286,246804571.428571,304339839.552146,345263492.063492,420986666.666667,448412753.623188,547535555.555556,610225555.555556,782496666.666667,919726666.666667,969046666.666667,1013222222.22222,1082926304.46477,987143931.166987,1149979285.77347,1201725497.06578,1131466494.01101,1082403219.48787,1113924130.41149,1132101252.51817,1167398478.3459,1083037670.60484,938632612.026359,925030590.153683,1000428393.88528,869033856.317093,972896267.915425,893770806.077641,808077223.365746,870486065.883137,876794723.068586,825394490.159111,784654423.620476,915257323.3961,1117113045.65222,1273375020.26862,1356199364.85882,1611835901.9063,1781455092.07114,2032135246.50004,2235820867.82743,2333341374.89657,2451606684.31708,2705783272.07443,3104003611.42957,2639321196.46528,2712324087.2789,2660123624.27729,2581268125.78917,2780510624.64184,2902029385.82592
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,142246875.536716,139468114.599741,140630758.594899,138476239.366792,132019065.033419,137728155.212661,190651207.999511,235253171.841062,264308140.285149,267448513.108168,306891107.262039,319827058.592875,357160985.327413,490417389.682569,406580652.330537,487148993.533109,501979069.274683,490608657.924976,521910560.524868,592416703.058878,539227277.626411,563024383.296626,620974660.230303,813963830.179217,924318490.7598,971977088.156914,1107891063.43863,1513933983.22398,1789333748.6799,1711817181.52969,1664310769.55229,1865915544.12445,1741809808.96442,1850470042.43281,1859898513.26858,1596800287.16405,1663008687.09505,1769787215.42141,1966501117.61028,1981845740.70615,1703698676.69742,1936174043.45293
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,642857134.285714,660000008.571429,728571437.142857,782857128.571429,868571428.571429,914285714.285714,962857134.285714,1065714248.57143,978873232.394366,718401157.724163,969911421.39418,505549441.375077,702899155.982033,588443893.689773,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2533727592.04165,2791435272.26653,3441205692.9166,3506695719.57259,3443413388.6909,3120425502.58253,3517242477.2285,3654031716.26881,3984000517.02345,4284028482.53766,4658246918.27092,5337833248.03924,6293046161.83262,7274595706.67154,8639235842.18075,10351914093.1723,10401851850.6108,11242275198.9783,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811,24571753583.4922,27089389786.979,25872798012.1938,26961061119.7957
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,652777613.643638,694247725.537204,718320701.389784,776650126.190072,814083378.458171,851112662.733069,936175404.642829,1046191192.44383,1100551378.55506,1151217146.98569,1236941200.95222,1498252050.17228,1901393216.00149,2157415245.73471,2857037371.05886,2898089929.08573,3394663844.42834,4662851756.59046,5919004206.90706,6674567625.0807,6610937473.20425,6611255018.23915,6870200658.94097,7311937457.41855,8544809794.26305,11857056336.0312,13049658331.1317,12236058143.0406,11012566160.5043,12314482085.0878,11840192674.1246,12071775380.6503,16181813512.4483,8902446188.0456,10864773036.8363,11093539497.029,10789457915.0457,11298144511.6364,11565827385.6884,10566578952.7857,10953485244.4239,12417251815.8801,15970315751.0277,18826215278.057,19509850837.2745,20910513974.6215,23928251333.7444,27715144580.2691,27932971683.4215,27507499709.071,30630912184.7789,30155064574.0734,33728622819.0912,36386546917.6861,32210232911.6626,33814337900.2831,36098550141.5897,39973839064.6084,39670977332.7348,40804449726.0184,45238613479.8308
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,40934952063.9468,42227447631.9159,45029988561.2124,49377522896.703,54515179580.7148,61088384036.6515,65668655501.1254,71829810519.8955,79148411661.6902,87896095320.1263,99271961774.6088,113082820486.918,131321858814.119,160408697341.513,173834029689.343,206575564908.722,211612157028.679,218632867537.477,243072102612.259,273853826548.067,306214863624.99,313506525087.136,340547711781.889,355372558103.621,364756499450.751,377437927311.983,431316742081.448,507354351182.254,565055743243.243,593929550908.468,610328183643.188,592387689252.916,577170761956.438,578139279437.61,604031623433.401,628546387972.131,654986999855.554,634000000000,678412196271.118,744773415931.587,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1742015045482.31,1645423407568.36,1990761609665.23
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4200439498.52838,4466438823.03247,4586114070.09916,4281868765.92454,4156990816.04561,4186223864.8445,4291158967.90881,4405954696.16336,4563017851.62436,4708336756.08849,4909498942.67103,5166467286.75345,5530377593.29756,5943589095.55075,5608989195.5292,..
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,123134584.467673,124482748.937917,129379097.888958,142025069.461676,150574816.300764,157930041.875883,163820538.867947,191767436.956884,188039191.323608,189106554.521277,201450768.367553,230317908.038643,271183061.359635,281398668.160613,378660016.265936,451152449.984411,507298120.68315,610578523.761178,700764892.704831,797048028.773247,694803502.722356,748312283.726758,658679394.907969,637820620.670195,864849765.059664,1122265026.38274,1200991825.95398,1264899368.20165,1233930277.04922,1440711395.67069,1377375030.52921,1411917558.45855,1278781166.72188,851174350.649409,1115389731.79119,1007791186.20106,937741468.029676,967338348.658314,999477510.686632,916777282.651168,932648604.420575,996068145.608021,1142315522.1989,1272360516.62022,1337894379.62649,1461859762.62791,1699811293.2576,1993407886.56402,2067381663.75378,2142591375.85053,2437982839.63072,2510126699.05356,1691544192.38242,1894813504.52945,1695825708.45604,1825018190.85071,2072349974.15272,2220978978.17342,2221301400.72468,2326720920.59223,2516498299.01212
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,333975338.83416,357635713.871813,371767002.650081,392247517.600415,416926302.959596,432794922.455607,449826322.997449,453980096.648819,471635620.926608,469266736.599744,501866730.713995,585427545.729752,647199482.837353,652532796.060739,864602103.307992,866044961.037694,935360466.338452,1113920122.63186,1004316495.12298,1033002401.84844,876937559.726006,834369860.424753,832415805.966375,919103735.318714,1033069709.99875,1067828247.24964,1163426850.65596,1482597298.88419,1433686309.82699,1738605558.08241,1877138041.64308,1881847676.80752,1463251055.40068,1179837954.72193,1445919969.89272,1607345450.04578,1544689502.82472,1744794457.276,1534673583.2487,1388506726.62093,1710843360.64955,1997005786.54118,2742815194.54993,4422855929.21428,6649307057.03314,7428701809.40597,8650138068.63161,10393834720.852,9290728773.35723,10668102734.8132,12172309522.6171,12367363677.6199,12953535495.8781,13940768065.6063,10950392219.9104,10097778353.7651,10000395242.1457,11239167048.4916,11314951342.7807,10715396135.4168,11779980801.7843
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5945445051.30899,6263177944.41707,6439403014.0037,6233310060.38969,6663436031.24708,7332574115.57254,8553956571.09378,8827299477.20007,9676410337.59329,11515258634.0085,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,4609727272.72727,5416272727.27273,5668187500,5982347826.08696,6026593750,7072641025.64103,7013196078.43137,7167086956.52174,8377093023.25581,9126309734.51328,10884114754.0984,11853817307.6923,16836261173.1844,16210404183.5358,7622217352.34216,10341925249.0421,13962893421.5413,15989933708.1491,21803696985.2349,29036709871.7949,34509878043.5897,25325893205.657,20355959237.2128,19622527479.6913,17702885393.5099,18891048818.7425,22255407684.6999,26040229793.0697,29885685142.9107,33113887818.957,37834793730.3133,45964327558.8836,49297773130.1185,57008425295.8256,73447063319.3034,78574385335.5811,85728899954.449,81995304456.1038,75596103237.1555,78249883995.6255,71517080040.6338,70294892400.0639,76507577234.5965,99079230169.6389,122314960843.922,153840051814.059,172565850839.158,179663403196.985,171412642047.328,217105420016.533,251224856981.294,267175872540.066,277239461340.404,259405202008.001,242496649874.236,249298719723.108,276364933679.626,295402652037.155,278584733103.01,252727193710.018,317058508651.76
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,50056868957.6732,47209359005.6057,50706799902.5104,59708343488.5043,70436266146.7219,76720285969.6157,72881631326.6715,70846535055.6503,79705906247.4612,92602973434.0726,99800958648.1436,113687586299.051,138544284708.957,144182133387.722,163431551779.761,153940455341.506,174938098826.569,149540752829.268,178280594413.043,191149211575,195866382432.54,205089699858.779,230686747153.257,259946510957.143,309488028132.653,300758100107.246,272972974764.574,312353631207.819,347768051311.741,360857912565.966,383373318083.624,426915712715.856,444731282435.515,564324670008.238,734547898224.101,863746717507.397,961603952954.233,1029043097558.91,1093997267277.1,1211346869600.41,1339395718862.89,1470550015077.93,1660287965663.89,1955347004965.69,2285965892364.2,2752131773358.92,3550342737009.53,4594307032667.98,5101703073088.97,6087163874510.73,7551500124197.17,8532229986993.65,9570406235659.64,10475682920597.7,11061553079871.5,11233276536744.7,12310409370894.2,13894817549380.3,14279937500608,14687673892882,17734062645371.4
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,4540447761.19403,4955543963.36869,4836166666.66667,5973366666.66667,5760761904.7619,5428518518.51852,5825170438.48704,5960212869.12968,6450175213.74923,7198360460.19887,7820380970.53674,8671358732.68486,10315760000.3394,12370029583.6419,13098633901.8673,15341403660.4698,19470960619.1297,23263511958.0509,27940411250.2732,33400735644.0481,36388366869.0309,38968039721.748,38729822781.5997,38253120737.9671,34894411351.983,34942489683.9712,36373307085.0887,39212550050.4223,39540080200.3938,47844090709.9908,49175565911.0655,58418985443.3172,66446804802.5747,81703500846.0364,92507279383.0387,97160109277.8087,106659508271.255,98443739941.1664,86186158684.7685,99886577330.7271,98211749595.5442,97963003804.7851,94641378693.223,117081522349.677,145619191582.061,161618581266.316,206181826825.28,242186950900.775,232397835678.336,286563105192.456,334943871931.745,370921320483.841,382116126448.554,381112119657.445,293481748240.778,282825009887.458,311883730690.129,334198214706.209,323109543324.321,270299982887.01,314322453228.295
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,212218226.429847,196349967.670007,184008995.643686,191621958.375365,184697209.997414,196726077.061972,279197696.814639,337525870.616968,356500026.691673,341476764.044268,429622147.743446,424108796.562976,457388578.924144,452881443.084162,319189200.353123,398461789.558686,396053797.633321,364445589.702365,370106776.043329,382454989.945311,351136568.441921,378512003.405071,425964697.418664,546885184.990174,633706149.25026,653845122.872074,698431827.740958,795673128.485442,915659192.825112,905341090.570115,907978723.547592,1023086183.79822,1015843368.79008,1116224161.07781,1149587651.69395,966029542.038859,1012835518.26037,1077439662.5798,1188797574.94753,1195019559.09381,1223876064.52345,1327964249.32649
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,3086746857.14286,3779841428.57143,6213185742.57426,2881545272.72727,4043901818.18182,4532660181.81818,3384063371.75792,3909780538.92216,5032434970.05988,4877684910.17964,5594770359.28144,6173712814.37126,7870239461.07784,9596960179.64072,10237343173.6527,9648583224.99212,12344424763.5727,15372608002.3923,15068422236.3663,14394927494.8647,12537821038.2202,13651667371.1676,11006712650.4481,7857729193.20343,7195042616.0071,8095367168.21769,7661625472.57705,8861299976.74158,9021862775.18112,9349764580.41173,9633911368.01541,8227200892.44213,10706246370.9325,5820382232.03468,5643439373.42693,5771454939.62404,6090840548.18784,6217806273.17637,4711259427.27273,19088046305.7971,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484667.9102,14451902467.9315,16737071816.38,19788515873.8942,18648373312.4241,21565720044.4634,25839749198.8233,29306235826.3885,32679745297.6453,35909040265.9328,37917704900.0794,37134799974.5225,38019265625.8845,47568210068.4862,51775830725.8263,48716960860.0664,53958573693.0513
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,151675739.160627,166521239.863281,172233430.871502,185693724.845331,198318063.860835,220613582.369827,237397428.336429,251247458.012189,265040036.059116,274960699.85855,322128019.323561,410669262.897929,541973362.480998,585364635.354748,767102679.018622,754549600.548182,765224030.636552,878771771.29105,1198749665.95066,1705796849.54655,1993512325.92286,2160640566.5396,2097274289.61512,2193581366.40722,2160872541.41887,1849268214.68184,2297753649.27979,2212536313.33492,2389593021.94866,2798746050.58236,2724853507.64996,2933222705.7974,2684323618.40365,1769365438.88526,2116003868.17373,2540697537.70424,2322719101.28455,1949481380.64925,2354772959.06186,3227927697.43665,2796704603.04443,3034250926.18009,3503723086.7028,4656974937.55227,6650001684.9045,8072305030.68484,8782703427.96085,11649857662.1388,9723299908.19473,13148396205.671,15655383585.9887,17692911280.5627,17958720704.4596,17912907682.0663,11890259176.6829,10219341017.1383,11094823676.5914,13670038019.8594,12750338736.1661,10483151093.6873,12523961677.2966
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,490325181.614275,479180824.348506,511902136.809973,542578367.242598,592981162.264151,647305630.188679,699456618.867925,773841494.339623,853630203.773585,984830158.490566,1077152902.29104,1238251695.55388,1528916185.23199,1666544754.09836,1960863465.5776,2412555425.90432,3072427012.83547,3523208809.80163,4035519323.22054,4831447001.16686,2623807074.2948,2606621255.01581,3146770103.81027,3660476458.8718,3919203960.39604,4418983870.96774,4532952047.15628,4614629898.40348,5251025767.47627,5711687786.75989,7196276092.461,8564044017.26908,9582866263.11706,10486784804.7995,11578594259.8675,11678424507.2457,12614602382.2012,13684255946.5765,14254866281.1537,15013629658.6521,15976174336.9721,16578820687.2881,17271760506.9483,18610594846.2083,20040642476.9817,22715540324.3032,26884700345.0342,30801744881.0001,30745712006.5307,37658614803.2775,42762617081.6522,47231651862.8399,50949672205.9168,52016408950.8936,56441917652.9812,58847016044.7363,60516043590.1832,62420165099.7231,64417670082.6127,62158002233.0279,64282438666.739
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,618245639.221382,645284344.684118,761047045.830402,921063266.445521,919771356.426097,1024103034.29198,1082922892.15202,1281281245.67032,1361360157.26999,1455482990.24143,1584128262.08933,1849400599.77558,2508421234.8557,3070151901.06383,3893839190.26806,4662053707.7763,6265067857.86534,7900524897.8644,9142935857.94766,10175615441.8127,8432588483.85263,7567109766.61129,6838185418.53642,6841638714.5454,6977650069.33578,9158302205.36237,10087653189.3287,10255170459.986,9757410614.0812,10795850106.9547,10492628915.4927,11152971316.074,11045759468.9412,8313557450.25213,11000146839.497,18071153890.3932,18047557171.7483,19619653924.2697,18870992455.7304,16577533355.4395,16810536883.7177,18054384023.1093,21251755293.9537,23510577108.2304,24036917016.59,25281414472.9891,28760092034.4723,34078243426.009,33886814907.0346,34936305296.9689,36693712824.8232,36302305578.2487,42760237561.4396,48843008580.3288,45814637971.4745,47964234560.0514,51588158717.5348,58011466450.8643,58539424929.7248,61348579465.1017,69764827467.4423
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22717081924.7143,24075166261.3779,24091170702.5562,25792876643.5087,23677307509.4663,21839780971.0268,23273640257.1968,27074550257.8118,34985749883.4171,41958833541.0995,45780237257.1867,50860788253.2176,60542673502.5324,70750646248.0563,63084004705.0807,60426018629.2992,63169910822.1285,57192346923.335,58889082315.336,58330289756.6914,50163192883.1515,52295158344.2544,56214427431.2,62247874948.8225,62246206340.5469,57203783203.0259,67837788543.5852
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,..,..,..,..,..,..,..,..,..,5693005200,6914658400,8135150891.92025,9987709650.18094,11405957317.0732,13027415243.9024,13789579902.5579,14206158674.6988,17844705324.6753,19584443287.6712,19912889861.1111,20150254096.3855,20953510235.2941,22204940512.2235,24039383608.4235,22920490774.102,24226574634.0293,25213935012.0819,27458999472.2955,27023468665.8977,28645436569.1489,24316556025.6585,22085858243.2432,22367254864.8649,28448326756.7568,30429803651.2192,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925925.9259,54262870370.3704,56302129629.6296,57481481481.4815,59562962962.963,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,100050000000,103428000000,107352000000,..
